,feature,importance_mean,importance_std
232,SER_map_inverse_difference_normalized_tissue_T1,0.0,0.0
218,Ratio_Tissue_vol_enhancing_more_than_0percent_from_T1_to_Breast_Vol,0.0,0.0
219,BreastVol,0.0,0.0
220,Ratio_Tissue_vol_enhancing_more_than_90percent_from_T1_to_Tissue_Vol,0.0,0.0
223,SER_Washout_tissue_vol_cu_mm_T1,0.0,0.0
226,Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_PostCon_Group_3,0.0,0.0
228,Grouping_based_variance_of_peak_enhancement_slope_3D_tissue_T1_Group_1,0.0,0.0
229,Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_T1_Group_3,0.0,0.0
230,PE_map_inverse_difference_moment_normalized_tissue_T1,0.0,0.0
233,SER_map_inverse_difference_normalized_tissue_PostCon,0.0,0.0
180,SER_map_difference_entropy_tissue_T1,0.0,0.0
234,Ratio_Tissue_vol_enhancing_more_than_10percent_from_PostCon_to_Breast_Vol,0.0,0.0
237,Grouping_based_variance_of_washin_slope_3D_tissue_PostCon_Group_2,0.0,0.0
239,Grouping_based_variance_of_washin_slope_3D_tissue_T1_Group_2,0.0,0.0
243,Grouping_based_proportion_of_tumor_voxels_2D_tumorSlice_Group_3,0.0,0.0
244,Ratio_Tissue_vol_enhancing_more_than_30percent_from_T1_to_Tissue_Vol,0.0,0.0
247,Grouping_based_mean_of_washin_slope_3D_tissue_T1_Group_1,0.0,0.0
251,Menopause (at diagnosis),0.0,0.0
252,Race and Ethnicity,0.0,0.0
217,"F1_DT_POSTCON (T11=0.05,T12=0.5)",0.0,0.0
214,"F1_DT_POSTCON (T11=0.2,T12=0.5)",0.0,0.0
212,"F1_DT_T1NFS (T11=0.02,T12=0.5)",0.0,0.0
210,"F1_DT_T1NFS (T11=0.1,T12=0.8)",0.0,0.0
184,PE_map_Autocorrelation_tissue_T1,0.0,0.0
185,PE_map_difference_entropy_tissue_T1,0.0,0.0
187,SER_map_sum_entropy_tissue_PostCon,0.0,0.0
103,Enhancement_variance_decreasing_rate_Tumor,0.0,0.0
189,SER_map_std_dev_tissue_PostCon,0.0,0.0
190,PE_map_mean_tissue_PostCon,0.0,0.0
191,PE_map_mean_tissue_T1,0.0,0.0
194,WashinRate_map_inverse_difference_moment_normalized_tissue_T1,0.0,0.0
195,WashinRate_map_inverse_difference_normalized_tissue_T1,0.0,0.0
198,Peak_PE_tissue_PostCon,0.0,0.0
199,Peak_PE_tissue_T1,0.0,0.0
200,SER_map_Correlation1_tissue_T1,0.0,0.0
202,PE_map_Dissimilarity_tissue_T1,0.0,0.0
205,SER_Partial_tissue_vol_cu_mm_T1,0.0,0.0
207,Grouping_based_mean_of_washout_slope_3D_tissue_T1_Group_2,0.0,0.0
208,SER_map_Correlation1_tissue_PostCon,0.0,0.0
209,"F1_DT_POSTCON (T11=0.1,T12=0.8)",0.0,0.0
104,PE_map_inverse_difference_normalized_tumor,0.0,0.0
127,Autocorrelation_tissue_T1,0.0,0.0
254,Staging(Tumor Size)# T,0.0,0.0
81,Grouping_based_mean_of_washout_slope_2D_tumorSlice_Group_1,0.0,0.0
51,WashinRate_map_Correlation2_tumor,0.0,0.0
53,BEDR1_Tumor,0.0,0.0
59,"F1_DT_T1NFS (T11=0.2,T12=0.5)",0.0,0.0
60,Median_solidity_Tumor,0.0,0.0
61,Diff_entropy_Tumor,0.0,0.0
64,PE_map_Correlation1_tumor,0.0,0.0
65,PE_map_difference_entropy_tumor,0.0,0.0
67,Grouping_based_proportion_of_3D_tissue_PostCon_Group_2,0.0,0.0
68,PE_map_Cluster_Shade_tumor,0.0,0.0
10,2nd_DFT_CoeffMap_Momment_Invariant_3_3D_tumor,0.0,0.0
69,PE_map_Dissimilarity_tumor,0.0,0.0
73,SER_map_inverse_difference_moment_normalized_tumor,0.0,0.0
75,SER_map_Correlation1_tumor,0.0,0.0
78,SER_map_Dissimilarity_tumor,0.0,0.0
79,SER_map_difference_entropy_tumor,0.0,0.0
50,PE_map_skewness_tumor,0.0,0.0
49,Correlation2_Tumor,0.0,0.0
46,PE_map_std_dev_tumor,0.0,0.0
29,WashinRate_map_Autocorrelation_tumor,0.0,0.0
17,1st_DFT_CoeffMap_Momment_Invariant_1_3D_tumor,0.0,0.0
18,1st_DFT_CoeffMap_Momment_Invariant_5_3D_tumor,0.0,0.0
23,BEVR_Tumor,0.0,0.0
24,Inv_diff_moment_normalized_Tumor,0.0,0.0
27,SER_map_sum_entropy_tumor,0.0,0.0
28,PE_map_sum_entropy_tumor,0.0,0.0
13,2nd_DFT_CoeffMap_Momment_Invariant_2_2D_tumorSlice,0.0,0.0
45,PE_map_mean_tumor,0.0,0.0
33,Sum_entropy_Tumor,0.0,0.0
34,WashinRate_map_Cluster_Shade_tumor,0.0,0.0
35,WashinRate_map_Dissimilarity_tumor,0.0,0.0
36,WashinRate_map_sum_entropy_tumor,0.0,0.0
40,WashinRate_map_sum_average_tumor,0.0,0.0
43,MF_Tumor,0.0,0.0
80,Grouping_based_mean_of_peak_enhancement_slope_2D_tumorSlice_Group_2,0.0,0.0
16,1st_DFT_CoeffMap_Momment_Invariant_4_2D_tumorSlice,0.0,0.0
82,Grouping_based_mean_of_peak_enhancement_slope_3D_tumor_Group_3,0.0,0.0
97,Enhancement_variance_increasing_rate_Tumor,0.0,0.0
91,PE_map_inverse_difference_moment_normalized_tumor,0.0,0.0
92,Grouping_based_mean_of_peak_enhancement_slope_3D_tumor_Group_2,0.0,0.0
89,Ratio_Tissue_vol_enhancing_more_than_100percent_from_PostCon_to_Tissue_Vol,0.0,0.0
88,Grouping_based_variance_of_peak_enhancement_slope_3D_tumor_Group_1,0.0,0.0
9,1st_DFT_CoeffMap_Momment_Invariant_7_2D_tumorSlice,0.0,0.0
83,Peak_location_of_enhancement_variance_dynamics_Tumor,0.0,0.0
100,Max_Enhancement_from_char_curv,0.0,0.0
84,Grouping_based_mean_of_peak_enhancement_slope_2D_tumorSlice_Group_3,0.0,0.0
164,Grouping_based_variance_of_washout_slope_3D_tissue_T1_Group_1,-0.00011890606420927874,0.0003567181926278362
203,PE_map_Cluster_Shade_tissue_T1,-0.00011890606420927874,0.0003567181926278362
236,Grouping_based_proportion_of_3D_tissue_T1_Group_2,-0.00011890606420927874,0.0003567181926278362
4,SER_map_Correlation2_tissue_T1,-0.00011890606420927874,0.0003567181926278362
39,WashinRate_map_Energy_tumor,-0.00011890606420927874,0.0003567181926278362
245,Grouping_based_proportion_of_3D_tissue_T1_Group_3,-0.00011890606420927874,0.0003567181926278362
72,SER_Partial_tumor_vol_cu_mm,-0.00011890606420927874,0.0003567181926278362
14,1st_DFT_CoeffMap_Momment_Invariant_3_2D_tumorSlice,-0.00011890606420927874,0.0003567181926278362
224,Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_PostCon_Group_2,-0.00011890606420927874,0.0003567181926278362
99,Median_Elongation_Tumor,-0.00011890606420928984,0.0009877079504064356
44,SER_Total_tumor_vol_cu_mm,-0.00011890606420928984,0.0006403287523346608
196,SER_map_Cluster_Shade_tissue_T1,-0.00011890606420928984,0.0006403287523346608
153,WashinRate_map_skewness_tumor,-0.00011890606420930094,0.0008323424494649163
142,inverse_difference_moment_normalized_tissue_T1,-0.00023781212841855748,0.0004756242568371149
19,EnhancementClusterDiscontinuity_Tumor,-0.00023781212841855748,0.0004756242568371149
172,tissueVol_PostCon,-0.00023781212841855748,0.0004756242568371149
117,Grouping_based_variance_of_washout_slope_3D_tissue_PostCon_Group_1,-0.00023781212841855748,0.00047562425683711496
193,WashinRate_map_inverse_difference_normalized_tumor,-0.00023781212841855748,0.00047562425683711496
15,1st_DFT_CoeffMap_Momment_Invariant_1_2D_tumorSlice,-0.00023781212841855748,0.00047562425683711496
113,Grouping_based_variance_of_washout_slope_3D_tissue_T1_Group_2,-0.00023781212841855748,0.0004756242568371149
66,PE_map_Autocorrelation_tumor,-0.00023781212841855748,0.0004756242568371149
215,"F1_DT_T1NFS (T11=0.05,T12=0.5)",-0.00023781212841855748,0.00047562425683711496
183,PE_map_difference_entropy_tissue_PostCon,-0.00023781212841855748,0.0004756242568371149
221,Grouping_based_variance_of_washin_slope_3D_tissue_PostCon_Group_3,-0.00023781212841855748,0.0004756242568371149
5,SER_map_Correlation2_tissue_PostCon,-0.00023781212841855748,0.0004756242568371149
71,globalMoransISERMap_Tumor,-0.0002378121284185686,0.0007134363852556502
94,Variance_of_Uptake_Tumor,-0.0003567181926278251,0.0007613703017161499
182,PE_map_Autocorrelation_tissue_PostCon,-0.0003567181926278362,0.0005448960398282993
248,2nd_DFT_CoeffMap_Momment_Invariant_3_2D_tumorSlice,-0.0003567181926278362,0.0005448960398282993
41,WashinRate_map_std_dev_tumor,-0.0003567181926278362,0.0005448960398282993
76,Grouping_based_proportion_of_3D_tissue_PostCon_Group_3,-0.0003567181926278362,0.0005448960398282993
85,Grouping_based_mean_of_washout_slope_2D_tumorSlice_Group_2,-0.0003567181926278362,0.0005448960398282993
231,PE_map_inverse_difference_moment_normalized_tissue_PostCon,-0.0003567181926278362,0.0005448960398282993
176,PE_map_Correlation1_tissue_PostCon,-0.00047562425683710384,0.0007887336005601428
201,PE_map_Cluster_Shade_tissue_PostCon,-0.00047562425683711496,0.0005825183692706926
249,2nd_DFT_CoeffMap_Momment_Invariant_4_2D_tumorSlice,-0.00047562425683711496,0.0005825183692706926
225,Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_T1_Group_2,-0.00047562425683711496,0.0005825183692706926
12,2nd_DFT_CoeffMap_Momment_Invariant_1_2D_tumorSlice,-0.00047562425683711496,0.0005825183692706926
140,Mean_norm_DLBP_max_timepoint_binsize_256_with_filling_Tumor,-0.00047562425683711496,0.0009512485136741884
77,SER_map_Cluster_Shade_tumor,-0.00047562425683711496,0.0005825183692706926
159,inverse_difference_moment_normalized_tissue_PostCon,-0.00047562425683711496,0.0005825183692706926
175,SER_map_kurtosis_tissue_T1,-0.00047562425683711496,0.0005825183692706926
186,SER_map_Autocorrelation_tissue_PostCon,-0.00047562425683712607,0.0007887336005601462
22,TumorMajorAxisLength_mm,-0.00047562425683712607,0.0007887336005601462
102,Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_3,-0.0005945303210463826,0.0007976461275266812
168,Ratio_Tissue_vol_enhancing_more_than_90percent_from_T1_to_Breast_Vol,-0.0005945303210463937,0.0005945303210463937
98,Grouping_based_proportion_of_tumor_voxels_3D_tumor_Group_2,-0.0005945303210463937,0.0005945303210463937
149,WashinRate_map_Cluster_Shade_tissue_PostCon,-0.0005945303210463937,0.0005945303210463937
62,SER_map_skewness_tumor,-0.0005945303210463937,0.0005945303210463937
11,1st_DFT_CoeffMap_Momment_Invariant_6_2D_tumorSlice,-0.0005945303210463937,0.0005945303210463937
179,PE_map_Cluster_Prominence_tissue_PostCon,-0.0005945303210463937,0.000958651337490901
246,Grouping_based_mean_of_peak_enhancement_slope_3D_tissue_T1_Group_1,-0.0005945303210464048,0.0007976461275266812
148,Cluster_Shade_tissue_PostCon,-0.0005945303210464048,0.0013294102125444558
204,SER_map_inverse_difference_moment_normalized_tissue_T1,-0.0007134363852556614,0.0007887336005601461
197,SER_map_Cluster_Shade_tissue_PostCon,-0.0007134363852556724,0.0005825183692706926
1,Peak_SER_tissue_T1,-0.0007134363852556724,0.0005825183692706926
112,Grouping_based_variance_of_washout_slope_3D_tumor_Group_2,-0.0008323424494649512,0.0009286860494538123
56,Inv_Diff_normalized_Tumor,-0.0008323424494649512,0.0005448960398282993
163,WashinRate_map_Cluster_Shade_tissue_T1,-0.0008323424494649512,0.0005448960398282993
151,WashinRate_map_kurtosis_tumor,-0.0008323424494649512,0.0009286860494538124
131,WashinRate_map_Correlation1_tissue_PostCon,-0.0008323424494649622,0.001993228848304402
8,2nd_DFT_CoeffMap_Momment_Invariant_4_3D_tumor,-0.0009512485136742077,0.0008898115069616931
241,Ratio_Tissue_vol_enhancing_more_than_0percent_from_PostCon_to_Tissue_Vol,-0.0009512485136742189,0.0016646848989298293
240,Ratio_Tissue_vol_enhancing_more_than_30percent_from_PostCon_to_Tissue_Vol,-0.0009512485136742189,0.0007134363852556502
134,Correlation1_tissue_PostCon,-0.0009512485136742189,0.0007134363852556502
37,WashinRate_map_Correlation1_tumor,-0.0009512485136742189,0.0012806575046693134
87,Grouping_based_variance_of_peak_enhancement_slope_2D_tumorSlice_Group_1,-0.0009512485136742189,0.0010365990353247557
21,EnhancementClusterNeighborhoodSimilarity_Tumor,-0.0009512485136742299,0.0004756242568371149
2,SER_map_mean_tissue_T1,-0.0009512485136742299,0.0004756242568371149
161,WashinRate_map_mean_tissue_T1,-0.0009512485136742299,0.0004756242568371149
109,Grouping_based_variance_of_washout_slope_3D_tumor_Group_1,-0.0009512485136742299,0.0004756242568371149
235,Ratio_Tissue_vol_enhancing_more_than_30percent_from_PostCon_to_Breast_Vol,-0.0009512485136742299,0.0004756242568371149
47,SER_map_std_dev_tumor,-0.0010701545778834753,0.0009877079504064196
55,"F1_DT_T1NFS (T11=0.2,T12=0.8)",-0.0010701545778834753,0.0009877079504064194
30,Mean_norm_DHOG_max_timepoint_binsize_8_without_filling_Tumor,-0.0010701545778834865,0.0008323424494649163
90,SER_Washout_tumor_vol_cu_mm,-0.0010701545778834865,0.0008323424494649163
86,Grouping_based_mean_of_peak_enhancement_slope_2D_tumorSlice_Group_1,-0.0010701545778834976,0.0006403287523346608
32,Autocorrelation_Tumor,-0.0010701545778834976,0.0006403287523346608
7,SER_map_mean_tumor,-0.001189060642092743,0.0010635281700355585
93,Grouping_based_mean_of_washout_slope_3D_tumor_Group_1,-0.001189060642092754,0.0009210424128911697
213,"F1_DT_T1NFS (T11=0.05,T12=0.8)",-0.0011890606420927653,0.000752027981015063
174,SER_map_skewness_tissue_T1,-0.0011890606420927763,0.0005317640850177793
101,Grouping_based_variance_of_washin_slope_3D_tumor_Group_3,-0.0013079667063020327,0.0008323424494649083
130,WashinRate_map_Correlation1_tissue_T1,-0.0013079667063020327,0.0013505132808086069
95,Grouping_based_variance_of_washin_slope_3D_tumor_Group_2,-0.0013079667063020327,0.0008323424494649085
121,WashinRate_map_Autocorrelation_tissue_T1,-0.0013079667063020327,0.0008323424494649085
146,inverse_difference_normalized_tissue_T1,-0.0013079667063020327,0.0008323424494649085
3,SER_map_mean_tissue_PostCon,-0.001307966706302044,0.0009877079504064263
26,PE_map_Correlation2_tumor,-0.001307966706302044,0.0006403287523346464
57,Volume_cu_mm_Tumor,-0.001307966706302055,0.00035671819262780293
156,Uptake_rate_from_char_curv,-0.001307966706302055,0.00035671819262780293
169,Ratio_Tissue_vol_enhancing_more_than_90percent_from_PostCon_to_Breast_Vol,-0.0014268727705113228,0.00047562425683707056
238,Grouping_based_proportion_of_tumor_voxels_2D_tumorSlice_Group_2,-0.0014268727705113228,0.0004756242568370706
74,Peak_PE_tumor,-0.0014268727705113228,0.0004756242568370706
125,Autocorrelation_tissue_PostCon,-0.001545778834720568,0.0009286860494538054
96,Grouping_based_variance_of_washin_slope_2D_tumorSlice_Group_2,-0.0015457788347205792,0.0007613703017161307
250,WashinRate_map_std_dev_tissue_PostCon,-0.0015457788347205792,0.0007613703017161307
165,SER_map_Autocorrelation_tissue_T1,-0.0015457788347205902,0.0005448960398282483
105,Grouping_based_proportion_of_tumor_voxels_3D_tumor_Group_3,-0.0015457788347205902,0.0005448960398282483
177,SER_map_kurtosis_tissue_PostCon,-0.0016646848989298468,0.00108979207965655
54,BEDR2_Tumor,-0.0016646848989298468,0.00108979207965655
122,WashinRate_map_Autocorrelation_tissue_PostCon,-0.0017835909631391145,0.0007976461275266564
31,Mean_norm_DLBP_max_timepoint_binsize_64_with_filling_Tumor,-0.0019024970273483822,0.0010897920796565524
116,Grouping_based_proportion_of_3D_tissue_PostCon_Group_1,-0.002021403091557661,0.0005448960398282483
118,breastDensity_PostCon,-0.002021403091557683,0.0009286860494538054
108,Grouping_based_proportion_of_tumor_voxels_3D_tumor_Group_1,-0.0024970273483947538,0.0009877079504064356
25,SER_map_Correlation2_tumor,-0.0026159334126040212,0.0004756242568371149
